,Name,Rating,Reviews,Salaries,Interviews,Jobs,Benefits
456,Reliance Trends,4.1,2k,4k,121,,220
457,Mercedes-Benz Research and Development India,3.7,2k,17.4k,205,131,195
458,Poonawalla Fincorp,3.6,2k,5.6k,76,13,129
459,Renault-Nissan,4.1,2k,7.6k,120,,268
460,Extramarks Education,3.4,2k,7.3k,171,26,142
461,Nuvoco Vistas,4.1,2k,6.8k,121,22,126
462,Saint-Gobain,3.9,2k,11.2k,200,80,243
463,Brakes India,3.9,2k,6.9k,90,4,198
464,GAO Tek,4.4,2k,251,460,,26
465,Future Generali India Life Insurance,,,,,,
466,ITC Hotels,4.1,2k,5.2k,99,,199
467,Ninjacart,3.8,2k,5.3k,101,20,137
468,State Street Syntel,3.7,2k,7.4k,79,,281
469,Kotak Securities,3.5,2k,9.3k,138,21,153
470,Delphi TVS,3.9,2k,5.5k,97,1,192
471,Jio Platforms,3.3,2k,13.4k,243,,62
472,Reliance General Insurance,3.6,2k,7.1k,96,13,131
473,CitiusTech,3.2,2k,14.1k,309,64,163
474,JK Tyre,3.6,2k,6.7k,116,,189
475,Biological E,4.2,2k,7k,134,37,221
476,Senco Gold,4.4,2k,1.5k,614,4,35
477,SGS,3.8,2k,6.1k,120,89,178
478,Novartis,4.1,2k,9.8k,164,264,226
479,HSBC Electronic Data Processing,4.1,2k,8.6k,84,,20
480,Morgan Stanley,3.6,2k,25.1k,325,8,150
481,YASH Technologies,3.7,2k,16k,167,474,172
482,Infinite Computer Solutions,3.3,1.9k,14.4k,169,298,105
483,SAP,4.1,1.9k,17k,311,166,284
484,IDBI Bank,3.4,1.9k,6.1k,77,,137
485,EPAM Systems,3.7,1.9k,20.7k,604,48,132
486,AECOM,4.2,1.9k,6.8k,141,227,243
487,L&T Energy Hydrocarbon,3.8,1.9k,8.2k,116,,193
488,Narayana Health,3.9,1.9k,5.8k,89,104,143
489,Paisabazaar.com,3.4,1.9k,7k,163,48,98
490,Manipal Hospitals,4.1,1.9k,6.4k,126,91,131
491,Tata Motors Finance,4.0,1.9k,4.5k,71,,151
492,Honeywell Automation,3.7,1.9k,11.8k,129,,159
493,Aditya Birla Health Insurance Co,3.7,1.9k,7.2k,117,4,93
494,Dr Lal PathLabs,4.2,1.9k,4.4k,163,54,192
495,R.R. Donnelley,3.7,1.9k,9.8k,126,22,243
496,Parle Products,3.9,1.9k,3.8k,111,11,201
497,Uflex,3.8,1.9k,6.6k,125,59,117
498,Google,4.4,1.9k,30k,981,536,131
499,Gabriel India Limited,4.1,1.9k,5.6k,128,,249
500,Microland,3.5,1.9k,10.6k,142,572,158
501,Motherson Automotive Technologies and Engineering,3.8,1.9k,7.3k,145,27,151
502,Philips,3.8,1.9k,10.7k,176,99,180
503,K12 Techno Services,3.6,1.9k,5.1k,391,199,60
504,V-Guard Industries,4.3,1.9k,4.5k,108,30,274
505,NCR Corporation,3.6,1.9k,9.1k,142,28,173
506,Crisil,3.5,1.9k,13k,210,561,222
507,Lucas-TVS,3.9,1.9k,5.9k,89,4,212
508,Spinny,3.7,1.9k,7.1k,197,38,101
509,Shadowfax Technologies,3.5,1.9k,7.2k,157,40,81
510,Tekwissen,4.9,1.9k,564,229,49,3
511,Globiva,3.0,1.9k,5k,132,135,83
512,Haier Appliances India,4.0,1.9k,6.8k,159,13,165
513,CMS Infosystems,3.5,1.9k,4.6k,72,11,104
514,Trent,3.8,1.9k,4.6k,102,26,133
515,G R Infraprojects,4.1,1.9k,5.4k,158,33,158
516,Safexpress,3.9,1.9k,5.5k,122,5,147
517,Adecco Group,3.8,1.8k,6.9k,113,,137
518,Angel One,3.6,1.8k,7.4k,159,20,153
519,DHL Supply Chain,4.2,1.8k,6k,107,4,137
520,CNH (Case New Holland),3.7,1.8k,5.8k,129,24,162
521,NTPC,4.2,1.8k,4.2k,175,,180
522,Thomson Reuters,3.8,1.8k,10.4k,132,72,226
523,Iris Software,3.8,1.8k,7.6k,203,469,245
524,Tata Power,3.9,1.8k,7k,206,6,123
525,Aadhar Housing Finance,4.0,1.8k,4.9k,115,3,98
526,HTC Global Services,3.4,1.8k,12.7k,159,66,108
527,TVS Sundram Fasteners,3.6,1.8k,6.7k,90,1,203
528,Hindustan Aeronautics,4.3,1.8k,4.3k,82,2,173
529,Aye Finance,4.1,1.8k,3.3k,83,46,115
530,KENT RO Systems,3.8,1.8k,4.3k,96,16,106
531,Trident Group,3.3,1.8k,5.2k,134,8,122
532,Infinx,3.8,1.8k,5.2k,207,33,72
533,Torrent Power,3.8,1.8k,7.5k,158,55,158
534,Honda Cars,4.3,1.8k,6.3k,108,3,185
535,Aragen Life Sciences,3.9,1.8k,6.4k,120,117,298
536,PI Industries,3.8,1.8k,6.7k,128,7,162
537,ICICI Home Finance,3.7,1.8k,5.1k,95,16,87
538,Medi Assist India,3.4,1.8k,7.1k,135,113,139
539,NeoSOFT,3.5,1.8k,10.5k,294,74,101
540,Jindal Saw,4.0,1.8k,6.3k,134,15,182
541,Sterling & Wilson,4.0,1.8k,6.7k,81,33,200
542,AXA Business Services,3.9,1.8k,7.2k,102,19,171
543,Fusion CX,3.4,1.8k,4.4k,132,116,98
544,Polycab Wires,3.9,1.8k,6.8k,122,37,88
545,Stellar Migration,1.3,1.8k,,2,,8
546,CSB Bank,3.2,1.8k,6.9k,100,25,44
547,Dhani Loans and Services,3.9,1.8k,4.4k,70,18,41
548,Innovsource Services,3.9,1.8k,4.4k,73,1,126
549,AkzoNobel,4.1,1.8k,4.2k,126,28,132
550,Future Retail,4.4,1.7k,3.9k,57,,249
551,SS&C TECHNOLOGIES,3.3,1.7k,13.3k,194,97,197
552,Cafe Coffee Day,3.7,1.7k,3.8k,77,8,179
553,MetLife,4.1,1.7k,8.9k,100,77,235
554,Capri Global Capital,3.5,1.7k,4k,73,58,38
555,TELUS Digital,3.6,1.7k,9.4k,131,46,35
556,Kalyan Jewellers,4.4,1.7k,1.5k,75,13,57
557,DIVI'S Laboratories,3.6,1.7k,6.7k,97,,175
558,Infra.Market,4.0,1.7k,3.6k,197,2,35
559,USHA International,4.1,1.7k,4.7k,108,7,162
560,Tata Communications Transformation Services,3.9,1.7k,8.3k,97,,170
561,Vedantu,3.3,1.7k,8.8k,196,26,159
562,USV,4.0,1.7k,5.6k,86,29,171
563,BT Business,3.9,1.7k,9k,89,,260
564,Reckitt Benckiser,3.9,1.7k,6.1k,102,51,174
565,Hindustan Petroleum,4.2,1.7k,5.8k,114,,145
566,Haldiram Foods International Limited,3.8,1.7k,5.8k,147,,99
567,NEC,4.1,1.7k,5.5k,76,10,78
568,Godrej Properties,3.6,1.7k,8.3k,117,5,106
569,Security and Intelligence Services (India),4.0,1.7k,4.2k,77,34,133
570,HDFC Securities,3.4,1.7k,5.8k,119,48,137
571,Isgec Heavy Engineering,3.8,1.7k,6.8k,138,54,133
572,Verizon,3.6,1.7k,11.2k,123,,200
573,Bata,3.5,1.7k,4.1k,81,11,118
574,Indian Navy,4.6,1.7k,3.4k,34,,244
575,Pine Labs,3.3,1.7k,7.2k,131,34,116
576,First American Corporation,3.5,1.7k,8.7k,86,50,156
577,Metro Cash & Carry,4.0,1.7k,4.7k,72,,167
578,Exela Technologies,3.3,1.7k,7.6k,99,12,75
579,American Broadcasting Company,4.0,1.7k,32.1k,580,16,9
580,Mother Dairy Fruit & Vegetable,4.0,1.7k,5k,97,,151
581,Air India,3.4,1.7k,7.3k,191,45,152
582,Cavinkare,4.0,1.6k,4.9k,68,11,142
583,Sysnet Global Technologies,3.7,1.6k,4.1k,138,553,83
584,FactSet,3.8,1.6k,10.3k,224,56,185
585,Adani Green Energy,3.9,1.6k,5.6k,149,,79
586,Yamaha Motor,4.1,1.6k,5.1k,84,14,181
587,Provana,4.0,1.6k,3.9k,169,43,249
588,LivSpace,3.4,1.6k,7.8k,163,135,92
589,Orange Business,4.2,1.6k,8.8k,111,12,237
590,Granules India Limited,3.8,1.6k,6.1k,83,6,159
591,Annapurna Finance,3.9,1.6k,3.8k,82,8,126
592,JSW Bhushan Power & Steel,4.0,1.6k,4.9k,71,,176
593,Medanta the Medicity,4.0,1.6k,4.9k,122,128,147
594,Frankfinn Institute of Air Hostess Training,3.9,1.6k,3.2k,118,119,170
595,HighRadius,2.6,1.6k,8.5k,207,42,82
596,DHL Express,4.1,1.6k,6k,76,,170
597,Cushman & Wakefield,4.2,1.6k,6.2k,105,220,129
598,Matrimony.com,4.0,1.6k,4.4k,99,41,66
599,KONE,4.1,1.6k,5.5k,129,72,191
600,TTEC India,3.7,1.6k,5.1k,173,12,152
601,Caterpillar Inc,4.1,1.6k,10.2k,196,107,134
602,BA Continuum,4.0,1.6k,10.1k,111,,289
603,Tata Play,4.0,1.6k,4.6k,86,,181
604,Johnson & Johnson,4.0,1.6k,5.7k,113,10,186
605,Digit Insurance,3.7,1.6k,5.5k,205,54,101
606,MagicBricks,4.1,1.6k,4.4k,348,33,72
607,L.G.Balakrishnan & Bros,3.5,1.6k,5.7k,79,,119
608,Hitachi Astemo,4.1,1.6k,6.1k,129,,119
609,NTT DATA Business Solutions,3.9,1.6k,12.1k,141,42,14
610,Procter & Gamble,4.1,1.6k,5.7k,130,,166
611,Arvind Group,4.0,1.6k,5.2k,77,1,296
612,Vardhman Fabrics,4.0,1.6k,5.2k,76,6,147
613,Wipro Enterprises Ltd,3.8,1.6k,7.8k,198,111,433
614,CG Power and Industrial Solutions,3.8,1.6k,6.3k,100,5,213
615,Compass Group Support Services,4.1,1.6k,5.3k,79,37,141
616,Chegg,4.1,1.6k,3.8k,167,7,87
617,HERE Technologies,3.8,1.6k,7.7k,110,16,285
618,CMA CGM,3.9,1.6k,8k,100,18,211
619,IIFL SAMASTA,3.7,1.6k,3k,80,3,19
620,Hero Motors Company,3.9,1.6k,6k,94,,120
621,Belrise Industries,3.7,1.6k,6.1k,104,12,97
622,Rungta Mines,4.0,1.6k,5.2k,162,,58
623,Honda,4.1,1.6k,3.9k,111,4,204
624,Patanjali Foods,3.7,1.6k,4.2k,91,2,107
625,Emami,3.8,1.6k,5.1k,102,2,131
626,Tata Teleservices,3.8,1.6k,3.2k,33,27,259
627,Krishna Maruti,3.8,1.6k,5k,124,2,119
628,Clover Infotech,3.4,1.6k,11.5k,131,96,95
629,Wockhardt,3.7,1.6k,4k,62,3,178
630,Suryoday Small Finance Bank,4.0,1.6k,4.4k,91,11,86
631,Coronis Ajuba Solutions,3.9,1.5k,5.6k,93,9,140
632,Marico,3.8,1.5k,5.6k,99,18,162
633,Welspun Living Limited,3.9,1.5k,5k,84,,150
634,ReNew,4.3,1.5k,6.1k,123,34,96
635,Satin Creditcare Network,3.9,1.5k,3k,63,3,129
636,Orchids International School,3.8,1.5k,3.7k,296,19,53
637,Veritas Finance,4.4,1.5k,2.1k,84,,36
638,Godrej Industries Group,3.9,1.5k,2.9k,143,4,155
639,KFC,4.0,1.5k,2.9k,79,,153
640,Toyota Kirloskar Motor,4.3,1.5k,4.4k,72,,164
641,iOPEX Technologies,3.2,1.5k,5.6k,83,39,530
642,Tata 1mg,3.6,1.5k,6.6k,207,68,99
643,ZF Commercial Vehicle Control Systems,3.9,1.5k,3.7k,74,,6
644,Mercer,3.6,1.5k,9.7k,94,87,205
645,HCL Infosystems,4.0,1.5k,7.2k,145,5,229
646,Marriott International,4.1,1.5k,4.6k,98,1k,184
647,Supreme Industries,4.0,1.5k,5.5k,88,,113
648,Dixon Technologies,3.9,1.5k,5.5k,134,3,115
649,Relaxo Footwear,4.0,1.5k,4.6k,104,41,142
650,Goldman Sachs,3.4,1.5k,19k,406,194,100
651,Bajaj Capital,3.6,1.5k,3.7k,148,104,101
652,IFB,3.6,1.5k,5.3k,117,,57
653,Asahi India Glass,3.8,1.5k,5k,106,15,129
654,Amul India,4.0,1.5k,4.1k,152,3,3
655,Broadridge Financial Solutions,3.8,1.5k,10.6k,154,56,140
656,ITD Cementation India,4.2,1.5k,4.3k,89,,137
657,Teva Pharmaceuticals,3.9,1.5k,5.5k,114,12,178
658,Shriram Life Insurance,3.5,1.5k,4.5k,106,69,81
659,Suguna Foods,4.0,1.5k,4k,90,11,135
660,NielsenIQ,3.6,1.5k,9.1k,217,8,56
661,Oracle Cerner,3.4,1.5k,10.3k,168,,254
662,IndiaFirst Life Insurance,3.8,1.5k,3.8k,76,28,102
663,Dainik Bhaskar Group,4.1,1.5k,4.3k,67,40,148
664,Gujarat Fluorochemicals,3.9,1.5k,6.5k,101,17,129
665,Tesco,3.6,1.5k,8.6k,146,3,189
666,Nayara Energy,4.2,1.5k,5.9k,94,5,168
667,XL Dynamics,3.5,1.5k,3.6k,94,8,193
668,Bisleri,4.2,1.5k,4.3k,110,7,141
669,Lumax Industries,3.9,1.5k,5.6k,91,4,125
670,Urban Company,3.4,1.5k,6.3k,158,56,96
671,BVG India,4.2,1.5k,3.8k,114,65,99
672,Taurus BPO Services,4.2,1.5k,913,33,,516
673,Max Fashion,4.1,1.5k,3.4k,72,3,174
674,Kotak Mahindra Prime,3.9,1.5k,4.8k,65,,62
675,Evalueserve,3.1,1.5k,10.1k,138,84,136
676,GMR Group,4.0,1.5k,4.5k,100,49,185
677,Steel Strips Wheels,3.7,1.5k,5.3k,82,17,117
678,Hinduja Leyland Finance,4.0,1.4k,2.9k,51,8,69
679,Sanofi,4.0,1.4k,5.3k,90,56,149
680,Honeywell Technology Solutions,3.7,1.4k,11.3k,161,,203
681,Tanishq,4.2,1.4k,3k,101,,67
682,QualityKiosk Technologies,3.3,1.4k,10.9k,161,290,98
683,Ashoka Buildcon,4.1,1.4k,4k,80,10,125
684,Oberoi Group of Hotels,4.1,1.4k,3.7k,96,,226
685,Schindler,3.9,1.4k,5.1k,98,22,115
686,GE VERNOVA,4.1,1.4k,5.1k,104,289,4
687,Page Industries,4.1,1.4k,4.7k,70,5,103
688,Gland Pharma,3.9,1.4k,5.9k,86,,120
689,Canara Bank,3.5,1.4k,3.9k,48,,96
690,Karur Vysya Bank,3.5,1.4k,4.5k,102,12,59
691,Tata Group,4.2,1.4k,5.4k,378,1,140
692,Wheelseye Technology,3.5,1.4k,3.8k,112,17,99
693,ISS Facility Services,4.0,1.4k,4.1k,67,12,132
694,Daimler India Commercial Vehicles,3.9,1.4k,6.6k,69,8,174
695,Aon,3.8,1.4k,5.9k,83,44,203
696,NIIT,3.5,1.4k,5.9k,105,46,160
697,SAI Life Sciences,3.9,1.4k,5.8k,99,30,130
698,Acmegrade,3.9,1.4k,251,65,,1
699,Piramal Pharma,4.0,1.4k,6.2k,116,40,101
700,Tata Consumer Products,3.5,1.4k,5.6k,96,5,77
701,Agilus Diagnostics,4.1,1.4k,3.3k,82,18,131
702,Devyani International,3.8,1.4k,3.3k,68,16,114
703,Indoco Remedies,3.4,1.4k,5.5k,85,5,107
704,Tata AutoComp Systems,3.8,1.4k,6.5k,111,22,94
705,Valeo,3.9,1.4k,7.8k,102,113,127
706,Hyatt Regency,4.1,1.4k,3k,55,41,194
707,AB InBev India,3.3,1.4k,7.7k,108,77,144
708,IDC Technologies,3.1,1.4k,6.9k,76,6,48
709,Bharat Forge,3.8,1.4k,6.2k,74,5,117
710,Narayana Educational Society,3.5,1.4k,4.1k,66,7,118
711,Sonata Software,3.4,1.4k,11.1k,133,161,80
712,SHYAM METALICS AND ENERGY,3.4,1.4k,4.4k,145,3,43
713,Apco Infratech,3.8,1.4k,4.2k,132,48,108
714,Heritage Foods,4.1,1.4k,3.7k,96,27,142
715,Sony,4.2,1.4k,4.5k,80,1,191
716,V5 Global Services,3.9,1.4k,3.5k,85,1,72
717,J. Kumar Infraprojects,4.1,1.4k,4.4k,89,2,116
718,The Muthoot Group,3.6,1.4k,3.8k,83,,227
719,Health Care Global Enterprises,4.1,1.4k,2.7k,114,74,26
720,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,1.4k,4.7k,88,,1
721,Amneal Pharmaceuticals,4.2,1.4k,5.9k,81,66,136
722,Chetu,3.4,1.4k,7.3k,220,7,102
723,Xiaomi,3.8,1.4k,5.6k,110,21,128
724,Acuity Knowledge Partners,3.2,1.4k,11.3k,166,114,78
725,Airtel Payments Bank,3.9,1.4k,4.7k,97,17,108
726,TCS iON,3.9,1.4k,4k,396,,176
727,VLCC,3.3,1.4k,3.2k,52,31,95
728,Tietoevry,4.2,1.4k,9.4k,101,83,114
729,PNB Housing Finance,3.9,1.4k,4.5k,53,6,86
730,FedEx Express,3.9,1.4k,4.9k,107,35,189
731,Jaquar,4.1,1.4k,5k,81,31,119
732,Indegene,3.3,1.4k,9.2k,167,48,121
733,Amara Raja Energy & Mobility,4.1,1.4k,3.9k,102,,113
734,Happiest Minds Technologies,3.5,1.4k,11.9k,147,560,93
735,Unisys,3.5,1.4k,10k,80,11,147
736,Faurecia,3.9,1.4k,6k,70,5,181
737,Morningstar,3.8,1.4k,9.6k,258,150,120
738,Vfs Global Services,3.5,1.4k,4.2k,70,2,120
739,Paytm Payments Bank,3.8,1.4k,5.7k,138,1,116
740,Aforeserve,3.3,1.3k,3.6k,88,29,88
741,AtkinsRealis,3.7,1.3k,5.6k,102,293,91
742,Sansera Engineering,4.0,1.3k,5.3k,91,8,110
743,Sheenlac Paints,4.3,1.3k,1.6k,209,10,44
744,JioMart,3.9,1.3k,4.1k,111,,74
745,Oracle Financial Services Software,3.4,1.3k,11.1k,191,,183
746,Altimetrik,3.6,1.3k,11.1k,253,755,107
747,Big Bazaar,4.3,1.3k,2.3k,46,,191
748,Infogain,3.5,1.3k,10.8k,133,197,119
749,Slk Software Services,3.2,1.3k,9.2k,108,262,90
750,Sharekhan,3.7,1.3k,4.9k,95,69,115
751,Northern Trust,3.5,1.3k,10.3k,128,,2
752,Kantar,3.5,1.3k,6.6k,112,8,77
753,Bharat FIH,3.7,1.3k,5.4k,90,,64
754,Worley,4.1,1.3k,7.1k,134,58,115
755,Fusion Finance,3.9,1.3k,3.1k,55,3,74
756,NSE.IT,3.5,1.3k,6k,137,,113
757,DCM Shriram,4.1,1.3k,4.7k,106,9,119
758,EOSGlobe,2.9,1.3k,3.8k,89,12,85
759,Amity University,3.6,1.3k,5.1k,109,97,120
760,Adobe,3.8,1.3k,12k,260,189,150
761,Eaton,3.9,1.3k,7.7k,144,3,125
762,Fino Payments Bank,3.8,1.3k,4k,63,11,96
763,Continental Automotive Components,3.9,1.3k,9.1k,80,6,129
764,SBFC Finance,3.7,1.3k,2.8k,78,54,47
765,Unichem Laboratories,3.7,1.3k,5.2k,94,7,123
766,GE,4.1,1.3k,7.3k,111,39,178
767,Nykaa,3.5,1.3k,6.4k,136,,57
768,Aditya Birla Finance,3.9,1.3k,5.2k,53,5,47
769,MedPlus,3.6,1.3k,4.1k,102,17,58
770,Bajaj Housing Finance,3.6,1.3k,5.8k,68,27,59
771,TEKsystems,3.2,1.3k,10.3k,133,26,78
772,Hindware Limited,3.9,1.3k,4.5k,79,1,129
773,TÜV SÜD,3.9,1.3k,3.7k,91,44,97
774,Iffco Tokio General Insurance Co.,3.7,1.3k,3.9k,48,,113
775,Burger King,3.9,1.3k,3.4k,90,2,135
776,Aptara,3.1,1.3k,6.2k,70,5,112
777,FDC,3.7,1.3k,3.6k,65,3,84
778,iMerit,3.2,1.3k,5.2k,114,19,97
779,Kalpataru Limited,4.3,1.3k,4.2k,204,8,78
780,Collabera Technologies,3.4,1.3k,7k,141,3,108
781,Chandigarh University,4.0,1.3k,2.7k,105,132,50
782,Cinépolis,3.8,1.3k,2.9k,77,1,150
783,Novo Nordisk,3.6,1.3k,6.1k,94,87,129
784,Atul,3.9,1.3k,5.1k,96,4,113
785,JSW Cement,4.1,1.3k,4.2k,127,,103
786,VIBGYOR Group of Schools,3.4,1.3k,4.1k,95,190,102
787,Bluestock ™,4.5,1.3k,50,385,,1
788,CreditAccess Grameen,4.0,1.3k,2.4k,51,11,67
789,Spicejet,3.4,1.3k,5.1k,97,2,153
790,TE Connectivity,4.1,1.3k,7k,99,151,149
791,Incedo,3.0,1.3k,9.8k,199,37,111
792,AGS Transact Technologies,2.8,1.3k,3.9k,43,,128
793,Fabindia,3.8,1.3k,4k,59,11,120
794,Rashmi Metaliks,3.2,1.3k,4.5k,110,6,63
795,City Union Bank,3.0,1.3k,5.4k,112,11,60
796,Hindustan Construction Company,4.3,1.3k,3.1k,90,5,158
797,Sunknowledge Services,3.5,1.3k,3.5k,104,7,202
798,Sigma Electric Manufacturing Corporation,4.0,1.3k,3k,74,6,206
799,VOIS,3.8,1.3k,7.3k,172,51,13
800,Pantaloons,4.1,1.3k,2.9k,67,,133
801,Nippon Paint India,4.0,1.3k,3.9k,74,,84
802,Shubham Housing Development Finance,3.9,1.3k,3k,49,1,75
803,ManpowerGroup,3.6,1.3k,5k,65,374,80
804,Punjab National Bank,3.9,1.3k,2.9k,56,,95
805,RBL FinServe,3.9,1.3k,3k,66,,80
806,Apexon,3.3,1.3k,8.7k,159,81,21
807,Panasonic,4.0,1.3k,4.7k,47,17,148
808,Hatsun Agro Product,3.7,1.3k,4.5k,78,9,104
809,Brillio,3.4,1.3k,10.2k,141,26,76
810,The Ramco Cements,4.1,1.3k,3.9k,72,6,95
811,Citco,3.1,1.3k,8.6k,162,45,49
812,ZF Steering Gear,3.6,1.3k,6.9k,58,13,96
813,Dell EMC,3.8,1.2k,8.8k,73,,192
814,Jindal X,3.6,1.2k,2.8k,113,4,155
815,GEP Worldwide,3.6,1.2k,8.9k,147,10,126
816,Mondelez International,4.1,1.2k,4.6k,72,56,128
817,ECIL,4.3,1.2k,3.2k,58,,105
818,Labmentix,4.5,1.2k,25,415,,8
819,Grant Thornton,3.4,1.2k,10.8k,113,247,82
820,CenturyPly,3.8,1.2k,4k,88,23,57
821,OM Logistics,3.9,1.2k,3.5k,87,4,102
822,Luminous Power Technologies,4.1,1.2k,3.9k,83,45,123
823,Tenneco,3.6,1.2k,5k,67,8,114
824,Baroda Global Shared Services,3.8,1.2k,2.9k,115,22,28
825,More Supermarket,3.7,1.2k,3.8k,86,33,56
826,Jakson Group,4.1,1.2k,3.7k,98,13,99
827,Decathlon,3.7,1.2k,4k,117,2,116
828,Automotive Manufacturers,3.9,1.2k,5.1k,96,3,76
829,Astral Pipe,3.9,1.2k,3.8k,85,74,31
830,Vestas,4.1,1.2k,5.1k,94,5,134
831,INDIUM,4.0,1.2k,6.6k,228,84,48
832,R Systems International,3.4,1.2k,7.2k,136,23,102
833,OpenText Technologies,3.5,1.2k,11.4k,186,30,87
834,Aerial Telecom Solutions,4.1,1.2k,2.1k,91,11,35
835,ANZ Banking Group,3.8,1.2k,7.9k,103,7,102
836,Samsung Research,3.1,1.2k,9.2k,146,3,136
837,Viraj Profiles,3.9,1.2k,4.4k,93,12,146
838,ICICI Prudential Mutual Fund,3.8,1.2k,5.4k,86,,84
839,SKF,4.0,1.2k,4.4k,72,71,147
840,Synchrony,4.3,1.2k,5.3k,88,20,197
841,Ion Exchange India,3.8,1.2k,4.9k,88,45,87
842,Centre for Development of Advanced Computing,3.7,1.2k,6.5k,121,,59
843,iSON Xperiences,3.3,1.2k,3.2k,76,8,90
844,Muthoot Microfin,3.9,1.2k,2.5k,51,6,64
845,Fresenius Kabi,4.0,1.2k,4k,47,35,116
846,Intertek,3.7,1.2k,3.9k,75,76,113
847,PNC Infratech,3.7,1.2k,3.4k,77,4,78
848,Mu Sigma,2.5,1.2k,6.7k,247,,120
849,Oil And Natural Gas Corporation,4.3,1.2k,3k,79,,137
850,Godrej Consumer Products,4.0,1.2k,4.6k,58,,118
851,Globant,3.4,1.2k,9.7k,198,52,99
852,FOCUS EDUMATICS,2.9,1.2k,3k,126,,39
853,Troikaa Pharmaceuticals,4.0,1.2k,3.6k,111,11,79
854,NetAmbit,4.0,1.2k,3k,132,5,34
855,AIIMS,4.1,1.2k,4.4k,63,,66
856,T-Systems ICT India,3.8,1.2k,8.2k,104,6,90
857,Shriram Pistons & Rings,4.1,1.2k,4.5k,72,1,133
858,Best Sellers,4.1,1.2k,3.1k,32,5,130
859,SK Finance Limited,3.8,1.2k,3.2k,85,,13
860,Aarvee Associates,3.8,1.2k,3.3k,94,,102
861,Parexel International,3.8,1.2k,5.8k,85,18,124
862,Apex Group,2.7,1.2k,7.4k,174,203,30
863,Prodapt,3.5,1.2k,9.3k,114,71,73
864,Zoho,4.2,1.2k,9k,567,,101
865,PHN Technology,4.4,1.2k,350,35,4,2
866,Wind World,4.0,1.2k,3.3k,84,3,120
867,EbixCash Limited,3.8,1.2k,5.2k,108,4,73
868,DENSO,4.1,1.2k,3.7k,83,1,174
869,Qualcomm,3.7,1.2k,13.6k,287,422,133
870,Fidelity National Financial,3.7,1.2k,6.2k,57,4,151
871,KIMS Hospital,3.9,1.2k,3.4k,57,15,78
872,Kirloskar Oil Engines,4.1,1.2k,3.9k,60,17,97
873,Dassault Systemes,3.8,1.2k,6.7k,182,,134
874,H.G. Infra Engineering,4.0,1.2k,3.1k,102,21,87
875,Xyz Company,3.8,1.2k,41.5k,515,,63
876,Barclays Shared Services,3.9,1.2k,4.9k,37,676,178
877,Willis Towers Watson,3.6,1.2k,7.5k,108,,104
878,Rockman Industries,3.9,1.2k,3.8k,89,8,98
879,Intel,4.1,1.2k,8.7k,235,20,91
880,Baazar Retail Private Limited,4.5,1.2k,1.4k,82,,16
881,Ahluwalia Contracts India,4.0,1.2k,3.4k,69,16,68
882,Fidelity Investments,4.0,1.2k,7.9k,121,3,160
883,Diageo,3.8,1.1k,6.1k,87,87,101
884,The Jaypee Group,3.8,1.1k,3.4k,49,11,113
885,Spandana Sphoorty Financial,3.7,1.1k,2.1k,47,2,78
886,ACG Worldwide,3.9,1.1k,3.8k,80,35,43
887,Colliers India,3.9,1.1k,4.7k,85,83,76
888,JK Lakshmi Cement,3.8,1.1k,3.6k,74,,95
889,Ocwen Financial Solutions,4.0,1.1k,4.4k,51,14,168
890,DLF,4.0,1.1k,4.5k,91,4,71
891,ExcelR,3.7,1.1k,995,104,19,3
892,Thyrocare Technologies,3.7,1.1k,4.3k,83,4,92
893,JTEKT,4.1,1.1k,4.2k,84,,88
894,Edelweiss,3.7,1.1k,5.7k,61,1,132
895,DISH TV,3.4,1.1k,3.3k,72,7,102
896,Podar International School,4.1,1.1k,3.1k,80,2,112
897,Patra Corporation,3.6,1.1k,4.6k,90,5,83
898,Coca-Cola Company,4.0,1.1k,3.1k,98,4,102
899,Genius Consultants,3.8,1.1k,3.9k,70,,70
900,Bajaj Motors,3.9,1.1k,3.3k,63,,109
901,DP World,3.8,1.1k,4.5k,89,79,62
902,PayPal,3.8,1.1k,9.2k,234,,120
903,Northern Trust Operating Services,3.8,1.1k,6.2k,106,39,222
904,Johnson Lifts,3.9,1.1k,3.6k,48,4,92
905,Salesforce,3.9,1.1k,12.4k,241,147,104
906,Electronica Finance,4.2,1.1k,2.7k,112,19,30
907,Wistron,4.0,1.1k,5.2k,90,,131
908,Innova Solutions,3.3,1.1k,7.6k,96,67,18
909,Royal Migration Solutions,4.9,1.1k,6,1,,1
910,Barbeque Nation,3.9,1.1k,2.6k,46,20,118
911,Strides Pharma,3.9,1.1k,4.2k,73,,141
912,Meril,3.6,1.1k,4.6k,79,42,72
913,HFCL Limited,3.7,1.1k,4.1k,76,17,88
914,NextComm Corporation,4.9,1.1k,36,6,,31
915,Dhoot Transmission,3.7,1.1k,3.9k,65,,106
916,MDIndia Health Insurance TPA,3.6,1.1k,3.7k,68,56,84
917,Edelweiss Life Insurance,3.7,1.1k,3.5k,57,39,93
918,Indira IVF Hospital,4.0,1.1k,2.8k,74,74,74
919,Nielsen,3.4,1.1k,6.2k,146,4,128
920,London Stock Exchange Group,3.7,1.1k,10.3k,151,39,52
921,Jacobs Engineering Group,4.1,1.1k,4.9k,88,33,91
